Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,database_cross_reference,definition,has_alternative_id,has_exact_synonym,has_obo_format_version,has_obo_namespace,has_related_synonym,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/treeView,http://purl.obolibrary.org/obo/IAO_0000231,http://purl.obolibrary.org/obo/IAO_0100001,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,part_of
http://purl.obolibrary.org/obo/PW_0001210,plevitrexed drug pathway,,"The pharmacokinetics and pharmacodynamics of plevitrexed, a non-polyglutamatable antifolate quinazoline derivative and thymidylate synthase inhibitor used in the treatment of cancers. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",false,,,http://purl.obolibrary.org/obo/PW_0002367,,"The pharmacokinetics and pharmacodynamics of plevitrexed, a non-polyglutamatable antifolate quinazoline derivative and thymidylate synthase inhibitor used in the treatment of cancers. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0002367,,,,VPetri,2013-04-05T09:15:35Z,,,PW:0001210,,,plevitrexed drug pathway,,PW:0001210,
http://purl.obolibrary.org/obo/PW_0002158,bisoprolol pharmacodynamics pathway,SMP:00300,The pathway of bisoprolol-target interaction and of the biochemical or physiological responses to drug. The drug is a selective antagonist of beta adrenergic type 1 receptor. Genetic variations can cause differences in the response of the organism to the drug.,false,,,http://purl.obolibrary.org/obo/PW_0002156,,The pathway of bisoprolol-target interaction and of the biochemical or physiological responses to drug. The drug is a selective antagonist of beta adrenergic type 1 receptor. Genetic variations can cause differences in the response of the organism to the drug.,,,,pathway,SMP:00300,,http://purl.obolibrary.org/obo/PW_0002156,,,,VPetri,2015-11-02T15:39:42Z,,,PW:0002158,,,bisoprolol pharmacodynamics pathway,,PW:0002158,
http://purl.obolibrary.org/obo/PW_0002410,altered cellular trafficking cycle pathway,,Any alteration in the proceedings of endocytosis or exocytosis.,false,,,http://purl.obolibrary.org/obo/PW_0000263|http://purl.obolibrary.org/obo/PW_0002395,,Any alteration in the proceedings of endocytosis or exocytosis.,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0000263|http://purl.obolibrary.org/obo/PW_0002395,,,,VPetri,2016-01-13T10:40:41Z,,,PW:0002410,,,altered cellular trafficking cycle pathway,,PW:0002410,
http://purl.obolibrary.org/obo/PW_0001828,sotalol drug pathway,,The pharmacokinetics and pharmacodynamics pathway of sotalol - a non-selective adrenergic beta receptor blocker. It binds and inhibits the beta 1 and beta 2 receptors and is used for the treatment of hypertension and other cardiovascular conditions. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.,false,,,http://purl.obolibrary.org/obo/PW_0001738,,The pharmacokinetics and pharmacodynamics pathway of sotalol - a non-selective adrenergic beta receptor blocker. It binds and inhibits the beta 1 and beta 2 receptors and is used for the treatment of hypertension and other cardiovascular conditions. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0001738,,,,VPetri,2015-08-20T11:09:58Z,,,PW:0001828,,,sotalol drug pathway,,PW:0001828,
http://purl.obolibrary.org/obo/PW_0000495,Gas6 - Axl signaling axis,Gas6-Axl signaling system,"Gas6, a vitamin K-dependent growth factor signals through the Axl subfamily of tyrosine kinase receptors. The Gas6-Axl axis appears to be involved in growth and survival of various cell types as well as in tissue remodeling and regeneration. Deregulation of the axis is involved in a number of conditions, particularly renal.",false,,,http://purl.obolibrary.org/obo/PW_0000168,,"Gas6, a vitamin K-dependent growth factor signals through the Axl subfamily of tyrosine kinase receptors. The Gas6-Axl axis appears to be involved in growth and survival of various cell types as well as in tissue remodeling and regeneration. Deregulation of the axis is involved in a number of conditions, particularly renal.",,,,pathway,Gas6-Axl signaling system,,http://purl.obolibrary.org/obo/PW_0000168,,,,,,,,PW:0000495,,,Gas6 - Axl signaling axis,,PW:0000495,
http://purl.obolibrary.org/obo/PW_0000664,PW_0000664,,,true,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,http://purl.obolibrary.org/obo/PW_0000663,,,,,,,,,,true,PW:0000664,
http://purl.obolibrary.org/obo/PW_0000215,RNA polymerase V transcription pathway,,RNA polymerase V transcription pathway operates in plants and plays a role in heterochromatin formation.,false,,,http://purl.obolibrary.org/obo/PW_0001275,,RNA polymerase V transcription pathway operates in plants and plays a role in heterochromatin formation.,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0001275,,,,,,,,PW:0000215,,,RNA polymerase V transcription pathway,,PW:0000215,
http://purl.obolibrary.org/obo/PW_0001155,butirosin and neomycin biosynthetic pathway,KEGG:00524,"Those metabolic reactions involved in the synthesis of butirosin and neomycin -aminoglycoside antibiotics produced by Bacillus circulans and Streptomyces fradiae, respectively.",false,,,http://purl.obolibrary.org/obo/PW_0000147,,"Those metabolic reactions involved in the synthesis of butirosin and neomycin -aminoglycoside antibiotics produced by Bacillus circulans and Streptomyces fradiae, respectively.",,,,pathway,KEGG:00524,,http://purl.obolibrary.org/obo/PW_0000147,,,,VPetri,2012-11-09T15:34:08Z,,,PW:0001155,,,butirosin and neomycin biosynthetic pathway,,PW:0001155,
http://purl.obolibrary.org/obo/PW_0001415,Zellweger syndrome pathway,peroxisome biogenesis disorder pathway|congenital iron overload pathway|cerebrohepatorenal syndrome pathway|SMP:00316,A cerebro-hepato-renal phenotype caused by mutations in genes involved in the peroxisome biogenesis pathway.,false,,,http://purl.obolibrary.org/obo/PW_0001413|http://purl.obolibrary.org/obo/PW_0000300|http://purl.obolibrary.org/obo/PW_0001414,,A cerebro-hepato-renal phenotype caused by mutations in genes involved in the peroxisome biogenesis pathway.,,peroxisome biogenesis disorder pathway|congenital iron overload pathway|cerebrohepatorenal syndrome pathway,,pathway,SMP:00316,,http://purl.obolibrary.org/obo/PW_0001413|http://purl.obolibrary.org/obo/PW_0000300|http://purl.obolibrary.org/obo/PW_0001414,,,,VPetri,2013-07-01T10:12:52Z,,,PW:0001415,,,Zellweger syndrome pathway,,PW:0001415,
http://purl.obolibrary.org/obo/PW_0001936,hyperlysinemia pathway,hyperlysinemia disease pathway|SMP:00527|type I lysinemia disease pathway|familial hyperlysinemia disease pathway,A group of inherited disorders resulting from alterations in the lysine metabolic pathway.,false,,,http://purl.obolibrary.org/obo/PW_0001645|http://purl.obolibrary.org/obo/PW_0001646,,A group of inherited disorders resulting from alterations in the lysine metabolic pathway.,,hyperlysinemia disease pathway,,pathway,SMP:00527|type I lysinemia disease pathway|familial hyperlysinemia disease pathway,,http://purl.obolibrary.org/obo/PW_0001645|http://purl.obolibrary.org/obo/PW_0001646,,,,VPetri,2015-09-18T09:46:36Z,,,PW:0001936,,,hyperlysinemia pathway,,PW:0001936,
http://purl.obolibrary.org/obo/PW_0000251,diterpenoid biosynthetic pathway,KEGG:00904,Those metabolic reactions involved in the synthesis of diterpenoid. Terpenoids are a large class of naturally-occurring organic chemicals. They are derived from five-carbon units and are modifed in manifold ways.,false,,,http://purl.obolibrary.org/obo/PW_0000184,,Those metabolic reactions involved in the synthesis of diterpenoid. Terpenoids are a large class of naturally-occurring organic chemicals. They are derived from five-carbon units and are modifed in manifold ways.,,,,pathway,KEGG:00904,,http://purl.obolibrary.org/obo/PW_0000184,,,,,,,,PW:0000251,,,diterpenoid biosynthetic pathway,,PW:0000251,
http://purl.obolibrary.org/obo/PW_0000329,transforming growth factor-beta superfamily mediated signaling pathway,TGF-beta superfamily mediated signaling pathway|KEGG:04350,"The TGF-beta superfamily of growth factors regulates a broad spectrum of processes such as angiogenesis, embryonic development, cell differentiation, proliferation, wound healing. Binding to two types of serine/threonine receptors and activation of Smad proteins is a common theme. However, ligand-receptor interaction and the identity of the activated Smad protein(s) appear to be member specific.",false,,,http://purl.obolibrary.org/obo/PW_0000168,,"The TGF-beta superfamily of growth factors regulates a broad spectrum of processes such as angiogenesis, embryonic development, cell differentiation, proliferation, wound healing. Binding to two types of serine/threonine receptors and activation of Smad proteins is a common theme. However, ligand-receptor interaction and the identity of the activated Smad protein(s) appear to be member specific.",,,,pathway,TGF-beta superfamily mediated signaling pathway|KEGG:04350,,http://purl.obolibrary.org/obo/PW_0000168,,,,,,,,PW:0000329,,,transforming growth factor-beta superfamily mediated signaling pathway,,PW:0000329,
http://purl.obolibrary.org/obo/PW_0001972,isradipine drug pathway,,"The pharmacokinetics and pharmacodynamics pathway of isradipine, a calcium channel blocker used for the treatment of high blood pressure. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",false,,,http://purl.obolibrary.org/obo/PW_0001894,,"The pharmacokinetics and pharmacodynamics pathway of isradipine, a calcium channel blocker used for the treatment of high blood pressure. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0001894,,,,VPetri,2015-09-24T15:45:27Z,,,PW:0001972,,,isradipine drug pathway,,PW:0001972,
http://purl.obolibrary.org/obo/PW_0001523,nicotine response pathway,,"A pathway triggered by exposure to nicotine, the alkaloid found in tobacco and other plants. Nicotine can act as a stimulant and is an agonist of the ionotropic acetylcholine receptors, also known as nicotinic. Sustained exposure however has an inhibitory effect resulting in muscular paralysis, seizures, hypotension and respiratory failure. Some of the symptoms are reminiscent of organophosphate poisoning; organophosphates inhibit the enzyme acetylcholinesterase leading to uncensored stimulation of both the  nicotinic and the metabotropic muscarinic acetylcholine receptors.",false,,,http://purl.obolibrary.org/obo/PW_0001434,,"A pathway triggered by exposure to nicotine, the alkaloid found in tobacco and other plants. Nicotine can act as a stimulant and is an agonist of the ionotropic acetylcholine receptors, also known as nicotinic. Sustained exposure however has an inhibitory effect resulting in muscular paralysis, seizures, hypotension and respiratory failure. Some of the symptoms are reminiscent of organophosphate poisoning; organophosphates inhibit the enzyme acetylcholinesterase leading to uncensored stimulation of both the  nicotinic and the metabotropic muscarinic acetylcholine receptors.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0001434,,,,VPetri,2014-03-28T10:56:10Z,,,PW:0001523,,,nicotine response pathway,,PW:0001523,
http://purl.obolibrary.org/obo/PW_0001207,folate cycle metabolic pathway,,"The folate cycle metabolic pathway sums up the uptake and transport of folates, the processing and interconversion reactions of folate compounds. The folate cycle and the folate mediate one-carbon transfer pathways are part of folate metabolism.",false,,,http://purl.obolibrary.org/obo/PW_0000140,,"The folate cycle metabolic pathway sums up the uptake and transport of folates, the processing and interconversion reactions of folate compounds. The folate cycle and the folate mediate one-carbon transfer pathways are part of folate metabolism.",,,,pathway,,http://purl.obolibrary.org/obo/PW_0000140,http://purl.obolibrary.org/obo/PW_0000140,,,,VPetri,2013-04-02T09:58:52Z,,,PW:0001207,,,folate cycle metabolic pathway,,PW:0001207,
http://purl.obolibrary.org/obo/PW_0002286,cilostazol drug pathway,,"The pharmacokinetics and pharmacodynamics pathway of cilostazol, a platelet aggregation inhibitor. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",false,,,http://purl.obolibrary.org/obo/PW_0002150,,"The pharmacokinetics and pharmacodynamics pathway of cilostazol, a platelet aggregation inhibitor. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0002150,,,,VPetri,2015-11-23T14:28:24Z,,,PW:0002286,,,cilostazol drug pathway,,PW:0002286,
http://purl.obolibrary.org/obo/PW_0000196,globoside metabolic pathway,KEGG:00603,"Those metabolic reactions involved in the synthesis, utilization and/or degradation of globoside - a glycosphingolipid containing acetylated amino sugars and simple hexoses.",false,,,http://purl.obolibrary.org/obo/PW_0000733,,"Those metabolic reactions involved in the synthesis, utilization and/or degradation of globoside - a glycosphingolipid containing acetylated amino sugars and simple hexoses.",,,,pathway,KEGG:00603,,http://purl.obolibrary.org/obo/PW_0000733,,,,,,,,PW:0000196,,,globoside metabolic pathway,,PW:0000196,
http://purl.obolibrary.org/obo/PW_0001728,cilazapril drug pathway,,The pharmacokinetics and pharmacodynamics of cilazapril - an angiotensin converting enzyme (ACE) inhibitor. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.,false,,,http://purl.obolibrary.org/obo/PW_0001228,,The pharmacokinetics and pharmacodynamics of cilazapril - an angiotensin converting enzyme (ACE) inhibitor. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0001228,,,,VPetri,2015-06-05T13:29:14Z,,,PW:0001728,,,cilazapril drug pathway,,PW:0001728,
http://purl.obolibrary.org/obo/PW_0000977,chemokine (C-X-C motif) ligand 7 signaling pathway,,,false,,,http://purl.obolibrary.org/obo/PW_0000971,,,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0000971,,,,VPetri,2012-05-22T03:48:29Z,,,PW:0000977,,,chemokine (C-X-C motif) ligand 7 signaling pathway,,PW:0000977,
http://purl.obolibrary.org/obo/PW_0002058,eprosartan drug pathway,,"The pharmacokinetics and pharmacodynamics pathway of eprosartan, an angiotensin II receptor type 1 antagonist used in the treatment of hypertension. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",false,,,http://purl.obolibrary.org/obo/PW_0001789,,"The pharmacokinetics and pharmacodynamics pathway of eprosartan, an angiotensin II receptor type 1 antagonist used in the treatment of hypertension. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0001789,,,,VPetri,2015-10-09T14:51:01Z,,,PW:0002058,,,eprosartan drug pathway,,PW:0002058,
http://purl.obolibrary.org/obo/PW_0000772,glucocorticoid biosynthetic pathway,Glucocorticoid biosynthesis,Glucocorticoids are a group of C21 steroid hormones synthesized by the adrenal cortex and so named because of their effects on glucose metabolism. They also play a role in developmental processes and the immune system. The group is best exemplified by cortisol.,false,,,http://purl.obolibrary.org/obo/PW_0000070,,Glucocorticoids are a group of C21 steroid hormones synthesized by the adrenal cortex and so named because of their effects on glucose metabolism. They also play a role in developmental processes and the immune system. The group is best exemplified by cortisol.,Reactome:R-HSA-194002,,,pathway,Glucocorticoid biosynthesis,,http://purl.obolibrary.org/obo/PW_0000070,,,,VPetri,2010-04-20T04:31:54Z,,,PW:0000772,,,glucocorticoid biosynthetic pathway,,PW:0000772,
http://purl.obolibrary.org/obo/PW_0000528,angiotensin II signaling pathway via AT2 receptor,,"Angiotensin II signaling through the angiotensin type 2 receptor (AT2) is less well understood and rather controversial. It appears to counteract AT1 receptor function and promote apoptosis. Alternatively, it may complement the effects of AT1 receptor with deleterious consequences in cardiac pathologies. AT2 receptor appears to function in a G-protein dependent as well as independent manner.",false,,,http://purl.obolibrary.org/obo/PW_0000244,,"Angiotensin II signaling through the angiotensin type 2 receptor (AT2) is less well understood and rather controversial. It appears to counteract AT1 receptor function and promote apoptosis. Alternatively, it may complement the effects of AT1 receptor with deleterious consequences in cardiac pathologies. AT2 receptor appears to function in a G-protein dependent as well as independent manner.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0000244,,,,,,,,PW:0000528,,,angiotensin II signaling pathway via AT2 receptor,,PW:0000528,
http://purl.obolibrary.org/obo/PW_0002318,caffeine pharmacokinetics pathway,SMP:00028,"The pathway of processing - absorption, distribution, metabolism or elimination - of caffeine, a widely used stimulant of the central nervous system. Genetic variations can result in changes in the availability of the drug.",false,,,http://purl.obolibrary.org/obo/PW_0002317,,"The pathway of processing - absorption, distribution, metabolism or elimination - of caffeine, a widely used stimulant of the central nervous system. Genetic variations can result in changes in the availability of the drug.",,,,pathway,SMP:00028,,http://purl.obolibrary.org/obo/PW_0002317,,,,VPetri,2015-12-07T08:36:05Z,,,PW:0002318,,,caffeine pharmacokinetics pathway,,PW:0002318,
http://purl.obolibrary.org/obo/PW_0001657,amiodarone pharmacokinetics pathway,,"The pathway of processing - absorption, distribution, metabolism or elimination - of amiodarone. Genetic variations can result in changes in the availability of the drug.",false,,,http://purl.obolibrary.org/obo/PW_0001656,,"The pathway of processing - absorption, distribution, metabolism or elimination - of amiodarone. Genetic variations can result in changes in the availability of the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0001656,,,,VPetri,2015-03-05T12:07:00Z,,,PW:0001657,,,amiodarone pharmacokinetics pathway,,PW:0001657,
http://purl.obolibrary.org/obo/PW_0002042,etodolac pharmacodynamics pathway,SMP:00084,The pathway of etodolac-target interaction and of the biochemical or physiological responses to drug. The drug is a cyclooxygenase (COX) inhibitor with a preference for COX-2 enzyme. Genetic variations can cause differences in the response of the organism to the drug.,false,,,http://purl.obolibrary.org/obo/PW_0002040,,The pathway of etodolac-target interaction and of the biochemical or physiological responses to drug. The drug is a cyclooxygenase (COX) inhibitor with a preference for COX-2 enzyme. Genetic variations can cause differences in the response of the organism to the drug.,,,,pathway,SMP:00084,,http://purl.obolibrary.org/obo/PW_0002040,,,,VPetri,2015-10-08T15:38:18Z,,,PW:0002042,,,etodolac pharmacodynamics pathway,,PW:0002042,
http://purl.obolibrary.org/obo/PW_0001712,ramipril pharmacodynamics pathway,SMP:00154,The pathway of ramipril-target interaction and of the biochemical or physiological responses to drug. The drug is an ACE inhibitor used for the treatment of hypertension and also for other cardiovascular and kidney diseases. Genetic variations can cause differences in the response of the organism to the drug.,false,,,http://purl.obolibrary.org/obo/PW_0001710|http://purl.obolibrary.org/obo/PW_0001231,,The pathway of ramipril-target interaction and of the biochemical or physiological responses to drug. The drug is an ACE inhibitor used for the treatment of hypertension and also for other cardiovascular and kidney diseases. Genetic variations can cause differences in the response of the organism to the drug.,,,,pathway,SMP:00154,,http://purl.obolibrary.org/obo/PW_0001710|http://purl.obolibrary.org/obo/PW_0001231,,,,VPetri,2015-06-05T11:35:53Z,,,PW:0001712,,,ramipril pharmacodynamics pathway,,PW:0001712,
http://purl.obolibrary.org/obo/PW_0000493,corticotropin-releasing hormone signaling pathway,CRH,"Corticotropin-releasing hormone is secreted by the hypothalamus in response to stress or fear and signaling through its receptors stimulates secretion of corticotropic (adrenocorticotropic, ACTH) hormone by the anterior pituitary. ACTH is one of the cleavage products of pro-opiomelanocortin (POMC).",false,,,http://purl.obolibrary.org/obo/PW_0000467,,"Corticotropin-releasing hormone is secreted by the hypothalamus in response to stress or fear and signaling through its receptors stimulates secretion of corticotropic (adrenocorticotropic, ACTH) hormone by the anterior pituitary. ACTH is one of the cleavage products of pro-opiomelanocortin (POMC).",,,,pathway,CRH,,http://purl.obolibrary.org/obo/PW_0000467,,,,,,,,PW:0000493,,,corticotropin-releasing hormone signaling pathway,,PW:0000493,
http://purl.obolibrary.org/obo/PW_0000457,angiotensin III signaling pathway,,Angiotensin III is derived from angiotensin II through the action of aminopeptidase A and in turn is cleaved by aminopeptidase N to generate angiotensin IV. Angiotensin III appears to function in a manner similar to angiotensin II. It plays a role in vasoconstriction and the control of arterial blood pressure. Angiotensin III may be the effective angiotensin peptide in the central nervous system.,false,,,http://purl.obolibrary.org/obo/PW_0000245,,Angiotensin III is derived from angiotensin II through the action of aminopeptidase A and in turn is cleaved by aminopeptidase N to generate angiotensin IV. Angiotensin III appears to function in a manner similar to angiotensin II. It plays a role in vasoconstriction and the control of arterial blood pressure. Angiotensin III may be the effective angiotensin peptide in the central nervous system.,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0000245,,,,,,,,PW:0000457,,,angiotensin III signaling pathway,,PW:0000457,
http://purl.obolibrary.org/obo/PW_0001820,stavudine pharmacokinetics pathway,,"The pathway of processing - absorption, distribution, metabolism or elimination - of stavudine, a drug used for the treatment of HIV. Genetic variations can result in changes in the availability of the drug.",false,,,http://purl.obolibrary.org/obo/PW_0001819,,"The pathway of processing - absorption, distribution, metabolism or elimination - of stavudine, a drug used for the treatment of HIV. Genetic variations can result in changes in the availability of the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0001819,,,,VPetri,2015-08-20T10:09:32Z,,,PW:0001820,,,stavudine pharmacokinetics pathway,,PW:0001820,
http://purl.obolibrary.org/obo/PW_0000249,lipopolysaccharide biosynthetic pathway,lipoglycan biosynthetic pathway|LPS biosynthetic pathway,"Those metabolic reactions involved in the biosynthesis of lipopolysaccharides, also known as lipoglycans, found in the outer membrane of Gram-negative bacteria. They are large molecules consisting of a lipid and a polysaccharide joined by a covalent bond. In host cells they act as endotoxins which are recognized by members of the Toll-like receptors to elicit strong immune responses.",false,,,http://purl.obolibrary.org/obo/PW_0000876,,"Those metabolic reactions involved in the biosynthesis of lipopolysaccharides, also known as lipoglycans, found in the outer membrane of Gram-negative bacteria. They are large molecules consisting of a lipid and a polysaccharide joined by a covalent bond. In host cells they act as endotoxins which are recognized by members of the Toll-like receptors to elicit strong immune responses.",,,,pathway,lipoglycan biosynthetic pathway|LPS biosynthetic pathway,,http://purl.obolibrary.org/obo/PW_0000876,,,,,,,,PW:0000249,,,lipopolysaccharide biosynthetic pathway,,PW:0000249,
http://purl.obolibrary.org/obo/PW_0002170,acebutolol pharmacokinetics pathway,,"The pathway of processing - absorption, distribution, metabolism or elimination - of acebutolol. Genetic variations can result in changes in the availability of the drug.",false,,,http://purl.obolibrary.org/obo/PW_0002169,,"The pathway of processing - absorption, distribution, metabolism or elimination - of acebutolol. Genetic variations can result in changes in the availability of the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0002169,,,,VPetri,2015-11-05T14:16:01Z,,,PW:0002170,,,acebutolol pharmacokinetics pathway,,PW:0002170,
http://purl.obolibrary.org/obo/Reactome_R-HSA-500753,Reactome_R-HSA-500753,,,true,,,,,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,http://purl.obolibrary.org/obo/PW_0000861,,,,,,,,,,true,Reactome:R-HSA-500753,
http://purl.obolibrary.org/obo/PW_0000044,Duplicated Glutamate Metabolism term,,OBSOLETE. Duplicated term. Use PW:0000027.,true,,,,,OBSOLETE. Duplicated term. Use PW:0000027.,,,,pathway,,,,,,,,,,,PW:0000044,,,Duplicated Glutamate Metabolism term,true,PW:0000044,
http://purl.obolibrary.org/obo/PW_0001856,procaine pharmacokinetics pathway,novocaine pharmacokinetics pathway,"The pathway of processing - absorption, distribution, metabolism or elimination - of procaine. Genetic variations can result in changes in the availability of the drug.",false,,,http://purl.obolibrary.org/obo/PW_0001855,,"The pathway of processing - absorption, distribution, metabolism or elimination - of procaine. Genetic variations can result in changes in the availability of the drug.",,,,pathway,novocaine pharmacokinetics pathway,,http://purl.obolibrary.org/obo/PW_0001855,,,,VPetri,2015-09-01T10:31:17Z,,,PW:0001856,,,procaine pharmacokinetics pathway,,PW:0001856,
http://purl.obolibrary.org/obo/PW_0002011,glyburide pharmacodynamics pathway,glibenclamide pharmacodynamics pathway|SMP:00460,The pathway of glyburide-target interaction and of the biochemical or physiological responses to drug. The drug is used in the treatment of type 2 diabetes mellitus. Glyburide is also known as glibenclamide. Genetic variations can cause differences in the response of the organism to the drug.,false,,,http://purl.obolibrary.org/obo/PW_0002009,,The pathway of glyburide-target interaction and of the biochemical or physiological responses to drug. The drug is used in the treatment of type 2 diabetes mellitus. Glyburide is also known as glibenclamide. Genetic variations can cause differences in the response of the organism to the drug.,,,,pathway,glibenclamide pharmacodynamics pathway|SMP:00460,,http://purl.obolibrary.org/obo/PW_0002009,,,,VPetri,2015-10-02T12:54:21Z,,,PW:0002011,,,glyburide pharmacodynamics pathway,,PW:0002011,
http://purl.obolibrary.org/obo/PW_0001429,amikacin pharmacodynamics pathway,SMP:00253,The pathway of amikacin-target interaction and of the biochemical or physiological responses to drug. Amikacin inhibits bacterial protein synthesis and is used for the treatment of infections induced by Gram-negative bacteria. Genetic variations can cause differences in the response of the organism to the drug.,false,,,http://purl.obolibrary.org/obo/PW_0001427,,The pathway of amikacin-target interaction and of the biochemical or physiological responses to drug. Amikacin inhibits bacterial protein synthesis and is used for the treatment of infections induced by Gram-negative bacteria. Genetic variations can cause differences in the response of the organism to the drug.,,,,pathway,SMP:00253,,http://purl.obolibrary.org/obo/PW_0001427,,,,VPetri,2013-07-01T12:57:16Z,,,PW:0001429,,,amikacin pharmacodynamics pathway,,PW:0001429,
http://purl.obolibrary.org/obo/PW_0002355,artemether drug pathway,,"The pharmacokinetics and pharmacodynamics pathway of artemether, an antimalarial agent. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",false,,,http://purl.obolibrary.org/obo/PW_0002354,,"The pharmacokinetics and pharmacodynamics pathway of artemether, an antimalarial agent. Genetic variations can result in changes in drug availability and can cause differences in the response of the organism to the drug.",,,,pathway,,,http://purl.obolibrary.org/obo/PW_0002354,,,,VPetri,2015-12-15T09:56:16Z,,,PW:0002355,,,artemether drug pathway,,PW:0002355,
http://purl.obolibrary.org/obo/PW_0000825,antigen processing and presentation pathway,KEGG:04612,"The pathways of antigen processing and presentation assure the generation of peptides that have the structural attributes necessary for the association with and their placement near major histocompatibility complex (MHC) molecules. Protein antigen present in vesicular compartments generate class II peptides, those in cytosol class I.",false,,,http://purl.obolibrary.org/obo/PW_0000824,,"The pathways of antigen processing and presentation assure the generation of peptides that have the structural attributes necessary for the association with and their placement near major histocompatibility complex (MHC) molecules. Protein antigen present in vesicular compartments generate class II peptides, those in cytosol class I.",,,,pathway,KEGG:04612,http://purl.obolibrary.org/obo/PW_0000824,http://purl.obolibrary.org/obo/PW_0000824,,,,VPetri,2010-11-01T05:17:15Z,,,PW:0000825,,,antigen processing and presentation pathway,,PW:0000825,
http://purl.obolibrary.org/obo/PW_0001648,congenital sucrase-isomaltase deficiency pathway,Sucrase-isomaltase deficiency pathway|SMP:00557|congenital sucrose intolerance pathway|congenital sucrose-isomaltose malabsorption pathway|disaccharide intolerance I pathway|SI deficiency pathway,A congenital disorder of sucrose metabolism resulting from mutations in the enzyme involved in the hydrolysis of dietary sugars.,false,,,http://purl.obolibrary.org/obo/PW_0001644,,A congenital disorder of sucrose metabolism resulting from mutations in the enzyme involved in the hydrolysis of dietary sugars.,,Sucrase-isomaltase deficiency pathway,,pathway,SMP:00557|congenital sucrose intolerance pathway|congenital sucrose-isomaltose malabsorption pathway|disaccharide intolerance I pathway|SI deficiency pathway,,http://purl.obolibrary.org/obo/PW_0001644,,,,VPetri,2015-03-04T13:47:13Z,,,PW:0001648,,,congenital sucrase-isomaltase deficiency pathway,,PW:0001648,
http://purl.obolibrary.org/obo/PW_0000213,RNA polymerase IV transcription pathway,,RNA polymerase IV transcription pathway is found in plants and is involved in the synthesis of small interfering RNA (siRNA).,false,,,http://purl.obolibrary.org/obo/PW_0001275,,RNA polymerase IV transcription pathway is found in plants and is involved in the synthesis of small interfering RNA (siRNA).,,,,pathway,,,http://purl.obolibrary.org/obo/PW_0001275,,,,,,,,PW:0000213,,,RNA polymerase IV transcription pathway,,PW:0000213,
